Huuugs!	http://philippesblog.blogspot.com/	2016-09-02T00:06:00.000-07:00
Pony Coldadas	http://philippesblog.blogspot.com/2016/09/pony-coldadas.html	2015-12-24T21:36:00.000-08:00
What-in-the-doopty!	http://philippesblog.blogspot.com/2015/12/what-in-doopty.html	2013-10-25T02:32:00.000-07:00
Halloween is just about here!	http://philippesblog.blogspot.com/2013/10/halloween-is-just-about-here.html	2008-12-16T23:12:00.000-08:00
Christmas list!	http://philippesblog.blogspot.com/2008/12/christmas-list.html	2008-11-29T18:19:00.001-08:00
Thanks Giving It&#39;s Friday!	http://philippesblog.blogspot.com/2008/11/thanks-giving-its-friday.html	2008-10-03T18:47:00.000-07:00
Lie Bot was around!	http://philippesblog.blogspot.com/2008/10/lie-bot-was-around.html	2008-07-30T15:31:00.000-07:00
How to make candy?	http://philippesblog.blogspot.com/2008/07/how-to-make-candy.html	2008-05-30T18:10:00.000-07:00
I am Learning about Hobos.	http://philippesblog.blogspot.com/2008/05/i-am-learning-about-hobos.html	2008-04-27T22:36:00.000-07:00
&quot;French Fries was the case they gave me.&quot;	http://philippesblog.blogspot.com/2008/04/french-fries-was-case-they-gave-me.html	2008-03-27T14:50:00.001-07:00
The Dog Got an Operation!	http://philippesblog.blogspot.com/2008/03/dog-got-operation.html	2008-03-05T06:26:00.000-08:00
I got inspired by politics! AGAIN!	http://philippesblog.blogspot.com/2008/03/i-got-inspired-by-politics-again.html	2008-01-28T16:37:00.000-08:00
Ray is bummed out.	http://philippesblog.blogspot.com/2008/01/ray-is-bummed-out.html	2008-01-16T21:07:00.000-08:00
I said a hate word! Oh my gosh it is so terrible!	http://philippesblog.blogspot.com/2008/01/i-said-hate-word-oh-my-gosh-it-is-so.html	2007-12-28T13:08:00.001-08:00
My Christmas Presents!	http://philippesblog.blogspot.com/2007/12/my-christmas-presents.html	2007-11-21T12:00:00.001-08:00
Happy Thanksgiving 2007!	http://philippesblog.blogspot.com/2007/11/happy-thanksgiving-2007.html	2007-11-08T18:53:00.000-08:00
A naked lady made Téodor crazy!	http://philippesblog.blogspot.com/2007/11/naked-lady-made-todor-crazy.html	2007-09-25T22:15:00.000-07:00
Dinner was Crummy!	http://philippesblog.blogspot.com/2007/09/dinner-was-crummy.html	2007-09-13T21:25:00.000-07:00
They showed me how to make Jelly Bellies!	http://philippesblog.blogspot.com/2007/09/they-showed-me-how-to-make-jelly.html	2007-08-22T19:23:00.000-07:00
I had a birthday!	http://philippesblog.blogspot.com/2007/08/i-had-birthday.html	2007-08-14T18:46:00.000-07:00
Things are great! Hi!	http://philippesblog.blogspot.com/2007/08/things-are-great-hi.html	2007-07-10T16:22:00.000-07:00
A guy with a butt is next door!	http://philippesblog.blogspot.com/2007/07/guy-with-butt-is-next-door.html	2007-06-18T16:58:00.000-07:00
I was wrong about celebrities!	http://philippesblog.blogspot.com/2007/06/i-was-wrong-about-celebrities.html	2007-05-07T18:46:00.000-07:00
Door to Door Pretzel Man!	http://philippesblog.blogspot.com/2007/05/door-to-door-pretzel-man.html	2007-03-13T12:27:00.000-07:00
Beef Jerky!	http://philippesblog.blogspot.com/2007/03/beef-jerky.html	2007-01-23T17:21:00.000-08:00
Whoah! Saw a dog today!	http://philippesblog.blogspot.com/2007/01/whoah-saw-dog-today.html	2006-12-13T21:51:00.000-08:00
Hubloo-ah! It&#39;s Kah-RISS-mas!	http://philippesblog.blogspot.com/2006/12/hubloo-ah-its-kah-riss-mas.html	2006-11-27T22:38:00.000-08:00
The baby made me go to sleep!	http://philippesblog.blogspot.com/2006/11/baby-made-me-go-to-sleep.html	2006-10-04T21:06:00.000-07:00
I got a buck!	http://philippesblog.blogspot.com/2006/10/i-got-buck.html	2006-09-07T22:35:00.000-07:00
It was Chinese food night today!	http://philippesblog.blogspot.com/2006/09/it-was-chinese-food-night-today.html	2006-08-16T23:10:00.000-07:00
Car crash sin.	http://philippesblog.blogspot.com/2006/08/car-crash-sin.html	2006-08-02T11:29:00.000-07:00
I need to join a movie-voting website!	http://philippesblog.blogspot.com/2006/08/i-need-to-join-movie-voting-website.html	2006-07-19T12:07:00.000-07:00
What did I eat?	http://philippesblog.blogspot.com/2006/07/what-did-i-eat.html	2006-07-03T20:53:00.000-07:00
FUN PARTY a total success!!	http://philippesblog.blogspot.com/2006/07/fun-party-total-success.html	2006-06-28T18:02:00.000-07:00
FUN PARTY! Everyone&#39;s invited!	http://philippesblog.blogspot.com/2006/06/fun-party-everyones-invited.html	2006-06-14T21:04:00.001-07:00
Where is the communism poster?!	http://philippesblog.blogspot.com/2006/06/where-is-communism-poster_14.html	2006-03-28T18:23:00.000-08:00
Well, what can I tell you!	http://philippesblog.blogspot.com/2006/03/well-what-can-i-tell-you.html	2006-01-30T00:48:00.000-08:00
Good communism today!	http://philippesblog.blogspot.com/2006/01/good-communism-today.html	2006-01-19T00:36:00.000-08:00
Communism!	http://philippesblog.blogspot.com/2006/01/communism.html	2006-01-01T20:08:00.000-08:00
Goodbye Franky my son.	http://philippesblog.blogspot.com/2006/01/goodbye-franky-my-son.html	2005-12-21T17:44:00.001-08:00
Franky attacked Lyle!	http://philippesblog.blogspot.com/2005/12/franky-attacked-lyle_21.html	2005-12-06T21:24:00.000-08:00
What did I do to Franky?	http://philippesblog.blogspot.com/2005/12/what-did-i-do-to-franky.html	2005-11-22T21:53:00.000-08:00
Franky is being grumpy.	http://philippesblog.blogspot.com/2005/11/franky-is-being-grumpy.html	2005-11-12T17:18:00.000-08:00
Playin&#39; with Franky!	http://philippesblog.blogspot.com/2005/11/playin-with-franky.html	2005-10-27T18:55:00.000-07:00
This is pretty bad. You might not want to read it.	http://philippesblog.blogspot.com/2005/10/this-is-pretty-bad-you-might-not-want.html	2005-10-27T09:59:00.000-07:00
I fooled Franky&#39;s mom!	http://philippesblog.blogspot.com/2005/10/i-fooled-frankys-mom.html	2005-10-17T10:55:00.000-07:00
Franky&#39;s mom is causing trouble.	http://philippesblog.blogspot.com/2005/10/frankys-mom-is-causing-trouble.html	2005-10-10T21:04:00.000-07:00
I got Franky a fire engine!	http://philippesblog.blogspot.com/2005/10/i-got-franky-fire-engine.html	2005-09-29T18:31:00.000-07:00
My son Franky.	http://philippesblog.blogspot.com/2005/09/my-son-franky.html	2005-09-22T10:47:00.000-07:00
A baby bird! Hooray!	http://philippesblog.blogspot.com/2005/09/baby-bird-hooray.html	2005-09-09T16:50:00.000-07:00
Aquarium visit. Sort of.	http://philippesblog.blogspot.com/2005/09/aquarium-visit-sort-of.html	2005-08-28T16:17:00.000-07:00
Nothing good lasts forever...	http://philippesblog.blogspot.com/2005/08/nothing-good-lasts-forever.html	2005-08-08T00:30:00.000-07:00
There was an old lady who lived in a shoe!	http://philippesblog.blogspot.com/2005/08/there-was-old-lady-who-lived-in-shoe.html	2005-07-27T10:16:00.000-07:00
No More Haikus!	http://philippesblog.blogspot.com/2005/07/no-more-haikus.html	2005-07-09T11:15:00.000-07:00
Didn&#39;t write any more haikus...yet.	http://philippesblog.blogspot.com/2005/07/didnt-write-any-more-haikusyet.html	2005-07-02T16:43:00.000-07:00
Whoops, wrote another haiku!	http://philippesblog.blogspot.com/2005/07/whoops-wrote-another-haiku.html	2005-06-18T06:03:00.000-07:00
I am tired of poems!	http://philippesblog.blogspot.com/2005/06/i-am-tired-of-poems.html	2005-06-09T10:49:00.000-07:00
I thought of another haiku!	http://philippesblog.blogspot.com/2005/06/i-thought-of-another-haiku.html	2005-06-01T20:43:00.000-07:00
Oops!	http://philippesblog.blogspot.com/2005/06/oops.html	2005-05-26T13:06:00.000-07:00
I wrote another poem!	http://philippesblog.blogspot.com/2005/05/i-wrote-another-poem.html	2005-05-19T13:26:00.000-07:00
Poem!	http://philippesblog.blogspot.com/2005/05/poem.html	2005-05-01T22:39:00.000-07:00
Bath Day!	http://philippesblog.blogspot.com/2005/05/bath-day.html	2005-04-25T05:03:00.000-07:00
Nobody died.	http://philippesblog.blogspot.com/2005/04/nobody-died.html	2005-04-18T06:07:00.000-07:00
I think a person died!	http://philippesblog.blogspot.com/2005/04/i-think-person-died.html	2005-04-07T20:34:00.000-07:00
