The Goldheart Mountaintop Queen Directory	http://orezscu.blogspot.com/	2016-12-24T23:50:00.000-08:00
The Fever Skit	http://orezscu.blogspot.com/2016/12/the-fever-skit.html	2016-10-14T00:35:00.001-07:00
Not Exactly a Bucket List	http://orezscu.blogspot.com/2016/10/not-exactly-bucket-list.html	2012-07-16T22:13:00.001-07:00
The Christmas Party, Pt. 2	http://orezscu.blogspot.com/2012/07/christmas-party-pt-2.html	2012-01-18T20:58:00.000-08:00
The Christmas Party, Pt. 1	http://orezscu.blogspot.com/2012/01/christmas-party-pt-1.html	2008-05-30T21:23:00.000-07:00
Santa Cruz post #2	http://orezscu.blogspot.com/2008/05/santa-cruz-post-2.html	2008-05-04T20:51:00.000-07:00
Foto-Kwiz #5 (not really a Kwiz)	http://orezscu.blogspot.com/2008/05/foto-kwiz-5-not-really-kwiz.html	2008-04-27T21:48:00.000-07:00
I&#39;m Hungry	http://orezscu.blogspot.com/2008/04/im-hungry.html	2008-02-13T02:04:00.001-08:00
I think I need to be offensive.	http://orezscu.blogspot.com/2008/02/i-think-i-need-to-be-offensive.html	2007-11-19T18:38:00.000-08:00
Thanksgiving appetizers 2007	http://orezscu.blogspot.com/2007/11/thanksgiving-appetizers-2007.html	2007-08-27T14:33:00.000-07:00
The Wedding Menu.	http://orezscu.blogspot.com/2007/08/wedding-menu.html	2007-08-05T21:59:00.000-07:00
I&#39;m Catering Beef and Molly&#39;s Wedding!	http://orezscu.blogspot.com/2007/08/im-catering-beef-and-mollys-wedding.html	2007-07-31T20:20:00.000-07:00
Chris is a book-leaver-arounder	http://orezscu.blogspot.com/2007/07/chris-is-book-leaver-arounder.html	2007-07-06T21:20:00.001-07:00
Bubb Rubb is the Nation&#39;s Individual	http://orezscu.blogspot.com/2007/07/bubb-rubb-is-nations-individual.html	2007-06-26T22:12:00.001-07:00
Foto-Kwiz #4.	http://orezscu.blogspot.com/2007/06/foto-kwiz-4.html	2007-06-19T16:28:00.000-07:00
Beef goes in for the kill	http://orezscu.blogspot.com/2007/06/beef-goes-in-for-kill.html	2007-05-07T21:59:00.000-07:00
Chris is such a Darrylict	http://orezscu.blogspot.com/2007/05/chris-is-such-darrylict.html	2007-03-05T20:53:00.001-08:00
Foto-Kwiz #3	http://orezscu.blogspot.com/2007/03/foto-kwiz-3.html	2007-03-03T18:39:00.000-08:00
Foto-Kwiz No. 2	http://orezscu.blogspot.com/2007/03/foto-quiz-no-2.html	2007-01-23T17:41:00.000-08:00
Whole Foods Attitude girl	http://orezscu.blogspot.com/2007/01/whole-foods-attitude-girl.html	2006-11-27T21:07:00.000-08:00
Stupid Todd and his death wish	http://orezscu.blogspot.com/2006/11/stupid-todd-and-his-death-wish.html	2006-11-01T23:23:00.000-08:00
Got kicked out of my one-man band.	http://orezscu.blogspot.com/2006/11/got-kicked-out-of-my-one-man-band.html	2006-08-22T01:01:00.000-07:00
Rough goings with music recording efforts.	http://orezscu.blogspot.com/2006/08/rough-goings-with-music-recording.html	2006-06-09T23:32:00.000-07:00
Into the Studio	http://orezscu.blogspot.com/2006/06/into-studio.html	2006-03-30T23:40:00.000-08:00
Beef = new GOF think tanker?	http://orezscu.blogspot.com/2006/03/beef-new-gof-think-tanker.html	2006-02-05T00:14:00.000-08:00
WINE SUNDAY	http://orezscu.blogspot.com/2006/02/wine-sunday.html	2006-01-26T20:40:00.000-08:00
TÉODOR&#39;S PHOTOSHOP PHRIDAY	http://orezscu.blogspot.com/2006/01/todors-photoshop-phriday.html	2006-01-22T22:26:00.000-08:00
They say to take vitamin D these days	http://orezscu.blogspot.com/2006/01/they-say-to-take-vitamin-d-these-days.html	2005-12-12T23:11:00.000-08:00
STOP WAKING ME UP	http://orezscu.blogspot.com/2005/12/stop-waking-me-up.html	2005-12-06T21:50:00.000-08:00
I have gotten the hang of &quot;Asian&quot;-flavored slaw.	http://orezscu.blogspot.com/2005/12/i-have-gotten-hang-of-asian-flavored.html	2005-11-18T21:31:00.000-08:00
Finale (hopefully) of the recurring dream	http://orezscu.blogspot.com/2005/11/finale-hopefully-of-recurring-dream.html	2005-11-11T23:17:00.000-08:00
Revisit of the recurring dream	http://orezscu.blogspot.com/2005/11/revisit-of-recurring-dream.html	2005-11-03T10:25:00.000-08:00
Recurring dream.	http://orezscu.blogspot.com/2005/11/recurring-dream.html	2005-10-17T23:07:00.000-07:00
Ray&#39;s Mind-Menses	http://orezscu.blogspot.com/2005/10/rays-mind-menses.html	2005-10-07T15:30:00.000-07:00
Ray is such a moron.	http://orezscu.blogspot.com/2005/10/ray-is-such-moron.html	2005-09-16T21:29:00.000-07:00
Weekend&#39;s cooking plans.	http://orezscu.blogspot.com/2005/09/weekends-cooking-plans.html	2005-08-26T23:20:00.000-07:00
Why was I chased?	http://orezscu.blogspot.com/2005/08/why-was-i-chased.html	2005-08-16T23:33:00.000-07:00
Mr. Depressey-Pants	http://orezscu.blogspot.com/2005/08/mr-depressey-pants.html	2005-08-07T23:40:00.000-07:00
Clowned by Circus Penis	http://orezscu.blogspot.com/2005/08/clowned-by-circus-penis.html	2005-07-20T20:51:00.000-07:00
