&quot;Awesome!&quot; A Blog.	http://chrisonstad.blogspot.com/	2016-12-25T00:24:00.000-08:00
Some News to Wrap Up 2016.	http://chrisonstad.blogspot.com/2016/12/some-news-to-wrap-up-2016.html	2013-04-01T12:16:00.000-07:00
The Achewood Shop Re-Opens! 	http://chrisonstad.blogspot.com/2013/04/the-achewood-shop-re-opens_1.html	2013-02-24T23:27:00.000-08:00
Achewood, 2013.	http://chrisonstad.blogspot.com/2013/02/achewood-2013.html	2011-12-16T11:55:00.000-08:00
Hiatus, Explained Tenderly and with a Great Gentleness.	http://chrisonstad.blogspot.com/2011/12/normal-0-false-false-false-en-us-x-none.html	2011-03-20T22:16:00.000-07:00
A Good Employee Is Available In This Land	http://chrisonstad.blogspot.com/2011/03/hiatus-explained-tenderly-and-with.html	2009-01-16T21:02:00.000-08:00
Achewood State of the Union, 1/2009	http://chrisonstad.blogspot.com/2009/01/good-employee-is-available-in-this-land.html	2009-01-11T23:08:00.000-08:00
North American Achewood Tour Dates and Times.	http://chrisonstad.blogspot.com/2009/01/achewood-state-of-union-12009.html	2008-09-23T22:21:00.000-07:00
Gush-Love Hemisphere, and other B-Sides	http://chrisonstad.blogspot.com/2008/09/north-american-achewood-tour-dates-and.html	2008-09-16T16:48:00.001-07:00
Achewood World Tour, Pt. 1	http://chrisonstad.blogspot.com/2008/09/gush-love-hemisphere-and-other-b-sides.html	2008-09-14T18:32:00.000-07:00
For your consideration.	http://chrisonstad.blogspot.com/2008/09/achewood-world-tour-pt-1.html	2008-04-21T23:00:00.000-07:00
Hello and There Have You Been!	http://chrisonstad.blogspot.com/2008/04/for-your-consideration.html	2008-03-25T09:22:00.000-07:00
New Adventures In Text	http://chrisonstad.blogspot.com/2008/03/hello-and-there-have-you-been.html	2008-03-04T00:01:00.000-08:00
Just what have I been doing with my sick old myself!	http://chrisonstad.blogspot.com/2008/03/new-adventures-in-text.html	2008-02-27T22:42:00.000-08:00
Christmas 2007	http://chrisonstad.blogspot.com/2008/02/just-what-have-i-been-doing-with-my.html	2007-12-25T22:07:00.001-08:00
Bedding and Breakfasting with the Bohemians	http://chrisonstad.blogspot.com/2007/12/christmas-2007.html	2007-11-08T21:04:00.000-08:00
Bacon No. 8 (Retrofill Comes Later)	http://chrisonstad.blogspot.com/2007/11/bedding-and-breakfasting-with-bohemians.html	2007-11-05T23:02:00.000-08:00
Bacon No. 5: Hempler&#39;s Peppered Bacon	http://chrisonstad.blogspot.com/2007/11/bacon-no-8-retrofill-comes-later.html	2007-07-13T16:08:00.000-07:00
Tennis: Sport of Slick Princes.	http://chrisonstad.blogspot.com/2007/07/bacon-no-5-hemplers-peppered-bacon.html	2007-07-05T17:15:00.000-07:00
Golf Memoir No. 6: Going Modern	http://chrisonstad.blogspot.com/2007/07/tennis-sport-of-slick-princes.html	2007-06-26T22:01:00.000-07:00
GIN OCEAN	http://chrisonstad.blogspot.com/2007/06/golf-memoir-no-6-going-modern.html	2007-06-11T22:47:00.001-07:00
A Return to Bacon, the Senses, and the Stove.	http://chrisonstad.blogspot.com/2007/06/gin-ocean.html	2007-06-01T22:51:00.000-07:00
Bacon No. 3: Carlton Farms Canadian-Style Bacon	http://chrisonstad.blogspot.com/2007/06/return-to-bacon-senses-and-stove.html	2007-05-18T00:12:00.000-07:00
This is My Jowl, and it Freaks Me Out!  (bacon 2 post 2)	http://chrisonstad.blogspot.com/2007/05/bacon-no-3-carlton-farms-canadian-style.html	2007-05-02T00:46:00.000-07:00
Burgers&#39; Jowl Bacon (bacon #2)	http://chrisonstad.blogspot.com/2007/05/this-is-my-jowl-and-it-freaks-me-out.html	2007-04-13T23:07:00.000-07:00
The San Francisco Giants Season Opener.	http://chrisonstad.blogspot.com/2007/04/burgers-jowl-bacon-bacon-2.html	2007-04-11T12:12:00.000-07:00
Moving on to Bacon No. 2	http://chrisonstad.blogspot.com/2007/04/san-francisco-giants-season-opener.html	2007-04-04T20:37:00.000-07:00
Success With Four Slices Left	http://chrisonstad.blogspot.com/2007/04/moving-on-to-bacon-no-2.html	2007-04-02T00:46:00.000-07:00
I failed Father.	http://chrisonstad.blogspot.com/2007/04/success-with-four-slices-left.html	2007-03-24T20:43:00.000-07:00
Bacon No. 1: Going Low.	http://chrisonstad.blogspot.com/2007/03/i-failed-father.html	2007-03-23T23:59:00.000-07:00
Bacon No. 1: First Taste	http://chrisonstad.blogspot.com/2007/03/bacon-no-1-going-low.html	2007-03-19T11:01:00.000-07:00
Bacon No. 1 is here. What now?	http://chrisonstad.blogspot.com/2007/03/bacon-no-1-first-taste.html	2007-03-16T22:53:00.000-07:00
The bacon will be here today - 3/14/2007	http://chrisonstad.blogspot.com/2007/03/bacon-no-1-is-here-what-now.html	2007-03-14T00:01:00.000-07:00
BACONSPIEL 1	http://chrisonstad.blogspot.com/2007/03/bacon-will-be-here-today-3142007.html	2007-03-11T19:18:00.000-07:00
My Trip to Google (with photos)	http://chrisonstad.blogspot.com/2007/03/baconspiel-1.html	2007-02-13T17:07:00.000-08:00
Happy New Year 2007.	http://chrisonstad.blogspot.com/2007/02/my-trip-to-google-with-photos.html	2006-12-21T10:19:00.000-08:00
Golf Memoir No. 4. The food.	http://chrisonstad.blogspot.com/2006/12/happy-new-year-2007.html	2006-11-01T19:25:00.000-08:00
My heritage changed.	http://chrisonstad.blogspot.com/2006/11/golf-memoir-no-4-food.html	2006-09-26T20:42:00.000-07:00
Golf Memoir No. 3: the short course.	http://chrisonstad.blogspot.com/2006/09/my-heritage-changed.html	2006-09-19T23:19:00.000-07:00
Golf memoir No. 2	http://chrisonstad.blogspot.com/2006/09/golf-memoir-no-3-short-course.html	2006-08-26T20:39:00.000-07:00
A brief statement on the position that golf occupies in my life.	http://chrisonstad.blogspot.com/2006/08/golf-memoir-no-2.html	2006-08-09T22:55:00.000-07:00
The Internet is crazy for cat schlong!	http://chrisonstad.blogspot.com/2006/08/brief-statement-on-position-that-golf.html	2006-08-01T00:10:00.000-07:00
Yeah, I bought the biggest one. It&#39;s nice.	http://chrisonstad.blogspot.com/2006/08/internet-is-crazy-for-cat-schlong.html	2006-07-19T20:34:00.000-07:00
How My Birthday Went	http://chrisonstad.blogspot.com/2006/07/yeah-i-bought-biggest-one-its-nice.html	2006-06-14T22:00:00.000-07:00
A story with a medium ending.	http://chrisonstad.blogspot.com/2006/06/how-my-birthday-went.html	2006-05-02T23:21:00.000-07:00
Into the Memory Box	http://chrisonstad.blogspot.com/2006/05/story-with-medium-ending.html	2006-04-18T20:36:00.000-07:00
I learned how to play the Lottery.	http://chrisonstad.blogspot.com/2006/04/into-memory-box.html	2006-04-08T21:29:00.000-07:00
